Row, County ,Year,REGION,Age,Vaccine,Percent
"2,695",Walworth,2019,Southeastern,19–26 years old,HPV Complete,31.8%
"2,696",Walworth,2019,Southeastern,19–49 years old,HepA Complete,9.5%
"2,697",Walworth,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,5.9%
"2,698",Walworth,2020,Southeastern,19–26 years old,HPV Complete,34.4%
"2,699",Walworth,2020,Southeastern,19–49 years old,HepA Complete,11.0%
"2,700",Walworth,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,11.6%
"2,701",Walworth,2021,Southeastern,19–26 years old,HPV Complete,36.7%
"2,702",Walworth,2021,Southeastern,19–49 years old,HepA Complete,12.5%
"2,703",Walworth,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,15.9%
"2,704",Walworth,2022,Southeastern,19–26 years old,HPV Complete,39.5%
"2,705",Walworth,2022,Southeastern,19–49 years old,HepA Complete,12.7%
"2,706",Walworth,2022,Southeastern,19–59 years old,HepB (1),43.4%
"2,707",Walworth,2022,Southeastern,19–59 years old,HepB Complete,35.9%
"2,708",Walworth,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,19.7%
"2,709",Walworth,2023,Southeastern,19–26 years old,HPV Complete,45.8%
"2,710",Walworth,2023,Southeastern,19–49 years old,HepA Complete,17.0%
"2,711",Walworth,2023,Southeastern,19–59 years old,HepB (1),46.2%
"2,712",Walworth,2023,Southeastern,19–59 years old,HepB Complete,39.6%
"2,713",Walworth,2023,Southeastern,19–64 years old,Td or Tdap,57.1%
"2,714",Walworth,2023,Southeastern,19–64 years old,Tdap,54.0%
"2,715",Walworth,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,26.0%
"2,716",Walworth,2024,Southeastern,19–26 years old,HPV Complete,49.0%
"2,717",Walworth,2024,Southeastern,19–49 years old,HepA Complete,19.2%
"2,718",Walworth,2024,Southeastern,19–59 years old,HepB (1),48.2%
"2,719",Walworth,2024,Southeastern,19–59 years old,HepB Complete,41.4%
"2,720",Walworth,2024,Southeastern,19–64 years old,Td or Tdap,57.0%
"2,721",Walworth,2024,Southeastern,19–64 years old,Tdap,53.4%
"2,722",Walworth,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,28.8%
"2,723",Walworth,2025,Southeastern,19–26 years old,HPV Complete,52.0%
"2,724",Walworth,2025,Southeastern,19–49 years old,HepA Complete,21.7%
"2,725",Walworth,2025,Southeastern,19–59 years old,HepB (1),50.1%
"2,726",Walworth,2025,Southeastern,19–59 years old,HepB Complete,43.4%
"2,727",Walworth,2025,Southeastern,19–64 years old,Td or Tdap,56.8%
"2,728",Walworth,2025,Southeastern,19–64 years old,Tdap,53.1%
"2,729",Walworth,2025,Southeastern,50 years and older,Pneumo Complete,41.8%
"2,730",Walworth,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,31.2%
"2,731",Washburn,2014,Western,19–26 years old,HPV Complete,19.6%
"2,732",Washburn,2015,Western,19–26 years old,HPV Complete,21.3%
"2,733",Washburn,2016,Western,19–26 years old,HPV Complete,24.5%
"2,734",Washburn,2017,Western,19–26 years old,HPV Complete,27.6%
"2,735",Washburn,2018,Western,19–26 years old,HPV Complete,30.8%
"2,736",Washburn,2018,Western,50 years and older,Zoster (Shingles) Complete,1.2%
"2,737",Washburn,2019,Western,19–26 years old,HPV Complete,33.4%
"2,738",Washburn,2019,Western,19–49 years old,HepA Complete,9.9%
"2,739",Washburn,2019,Western,50 years and older,Zoster (Shingles) Complete,5.2%
"2,740",Washburn,2020,Western,19–26 years old,HPV Complete,35.7%
"2,741",Washburn,2020,Western,19–49 years old,HepA Complete,11.2%
"2,742",Washburn,2020,Western,50 years and older,Zoster (Shingles) Complete,12.3%
"2,743",Washburn,2021,Western,19–26 years old,HPV Complete,38.1%
"2,744",Washburn,2021,Western,19–49 years old,HepA Complete,12.5%
"2,745",Washburn,2021,Western,50 years and older,Zoster (Shingles) Complete,18.4%
"2,746",Washburn,2022,Western,19–26 years old,HPV Complete,40.1%
"2,747",Washburn,2022,Western,19–49 years old,HepA Complete,12.6%
"2,748",Washburn,2022,Western,19–59 years old,HepB (1),49.4%
"2,749",Washburn,2022,Western,19–59 years old,HepB Complete,44.4%
"2,750",Washburn,2022,Western,50 years and older,Zoster (Shingles) Complete,23.1%
"2,751",Washburn,2023,Western,19–26 years old,HPV Complete,45.6%
"2,752",Washburn,2023,Western,19–49 years old,HepA Complete,16.5%
"2,753",Washburn,2023,Western,19–59 years old,HepB (1),52.4%
"2,754",Washburn,2023,Western,19–59 years old,HepB Complete,47.6%
"2,755",Washburn,2023,Western,19–64 years old,Td or Tdap,57.6%
"2,756",Washburn,2023,Western,19–64 years old,Tdap,44.7%
"2,757",Washburn,2023,Western,50 years and older,Zoster (Shingles) Complete,28.0%
"2,758",Washburn,2024,Western,19–26 years old,HPV Complete,46.8%
"2,759",Washburn,2024,Western,19–49 years old,HepA Complete,18.5%
"2,760",Washburn,2024,Western,19–59 years old,HepB (1),54.6%
"2,761",Washburn,2024,Western,19–59 years old,HepB Complete,49.3%
"2,762",Washburn,2024,Western,19–64 years old,Td or Tdap,57.2%
"2,763",Washburn,2024,Western,19–64 years old,Tdap,43.7%
"2,764",Washburn,2024,Western,50 years and older,Zoster (Shingles) Complete,30.7%
"2,765",Washburn,2025,Western,19–26 years old,HPV Complete,49.5%
"2,766",Washburn,2025,Western,19–49 years old,HepA Complete,21.1%
"2,767",Washburn,2025,Western,19–59 years old,HepB (1),57.2%
"2,768",Washburn,2025,Western,19–59 years old,HepB Complete,52.0%
"2,769",Washburn,2025,Western,19–64 years old,Td or Tdap,57.9%
"2,770",Washburn,2025,Western,19–64 years old,Tdap,43.9%
"2,771",Washburn,2025,Western,50 years and older,Pneumo Complete,46.4%
"2,772",Washburn,2025,Western,50 years and older,Zoster (Shingles) Complete,34.8%
"2,773",Washington,2014,Southeastern,19–26 years old,HPV Complete,21.2%
"2,774",Washington,2015,Southeastern,19–26 years old,HPV Complete,23.5%
"2,775",Washington,2016,Southeastern,19–26 years old,HPV Complete,26.1%
"2,776",Washington,2017,Southeastern,19–26 years old,HPV Complete,29.9%
"2,777",Washington,2018,Southeastern,19–26 years old,HPV Complete,33.1%
"2,778",Washington,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,1.6%
"2,779",Washington,2019,Southeastern,19–26 years old,HPV Complete,37.5%
"2,780",Washington,2019,Southeastern,19–49 years old,HepA Complete,13.1%
"2,781",Washington,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,6.8%
"2,782",Washington,2020,Southeastern,19–26 years old,HPV Complete,39.5%
"2,783",Washington,2020,Southeastern,19–49 years old,HepA Complete,14.6%
"2,784",Washington,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,14.9%
"2,785",Washington,2021,Southeastern,19–26 years old,HPV Complete,42.5%
"2,786",Washington,2021,Southeastern,19–49 years old,HepA Complete,16.2%
"2,787",Washington,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,21.1%
"2,788",Washington,2022,Southeastern,19–26 years old,HPV Complete,45.8%
"2,789",Washington,2022,Southeastern,19–49 years old,HepA Complete,16.7%
"2,790",Washington,2022,Southeastern,19–59 years old,HepB (1),46.9%
"2,791",Washington,2022,Southeastern,19–59 years old,HepB Complete,39.3%
"2,792",Washington,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,26.6%
"2,793",Washington,2023,Southeastern,19–26 years old,HPV Complete,51.8%
"2,794",Washington,2023,Southeastern,19–49 years old,HepA Complete,20.6%
"2,795",Washington,2023,Southeastern,19–59 years old,HepB (1),50.2%
"2,796",Washington,2023,Southeastern,19–59 years old,HepB Complete,42.9%
"2,797",Washington,2023,Southeastern,19–64 years old,Td or Tdap,64.8%
"2,798",Washington,2023,Southeastern,19–64 years old,Tdap,60.0%
"2,799",Washington,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,33.1%
"2,800",Washington,2024,Southeastern,19–26 years old,HPV Complete,54.7%
"2,801",Washington,2024,Southeastern,19–49 years old,HepA Complete,22.9%
"2,802",Washington,2024,Southeastern,19–59 years old,HepB (1),52.9%
"2,803",Washington,2024,Southeastern,19–59 years old,HepB Complete,45.4%
"2,804",Washington,2024,Southeastern,19–64 years old,Td or Tdap,65.8%
"2,805",Washington,2024,Southeastern,19–64 years old,Tdap,59.8%
"2,806",Washington,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,37.0%
"2,807",Washington,2025,Southeastern,19–26 years old,HPV Complete,57.2%
"2,808",Washington,2025,Southeastern,19–49 years old,HepA Complete,25.2%
"2,809",Washington,2025,Southeastern,19–59 years old,HepB (1),55.4%
"2,810",Washington,2025,Southeastern,19–59 years old,HepB Complete,47.8%
"2,811",Washington,2025,Southeastern,19–64 years old,Td or Tdap,66.1%
"2,812",Washington,2025,Southeastern,19–64 years old,Tdap,60.1%
"2,813",Washington,2025,Southeastern,50 years and older,Pneumo Complete,50.2%
"2,814",Washington,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,39.8%
"2,815",Waukesha,2014,Southeastern,19–26 years old,HPV Complete,22.3%
"2,816",Waukesha,2015,Southeastern,19–26 years old,HPV Complete,24.6%
"2,817",Waukesha,2016,Southeastern,19–26 years old,HPV Complete,27.7%
"2,818",Waukesha,2017,Southeastern,19–26 years old,HPV Complete,31.9%
"2,819",Waukesha,2018,Southeastern,19–26 years old,HPV Complete,35.3%
"2,820",Waukesha,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,2.1%
"2,821",Waukesha,2019,Southeastern,19–26 years old,HPV Complete,39.1%
"2,822",Waukesha,2019,Southeastern,19–49 years old,HepA Complete,16.2%
"2,823",Waukesha,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,8.7%
"2,824",Waukesha,2020,Southeastern,19–26 years old,HPV Complete,41.4%
"2,825",Waukesha,2020,Southeastern,19–49 years old,HepA Complete,17.4%
"2,826",Waukesha,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,17.1%
"2,827",Waukesha,2021,Southeastern,19–26 years old,HPV Complete,44.6%
"2,828",Waukesha,2021,Southeastern,19–49 years old,HepA Complete,19.1%
"2,829",Waukesha,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,23.7%
"2,830",Waukesha,2022,Southeastern,19–26 years old,HPV Complete,47.8%
"2,831",Waukesha,2022,Southeastern,19–49 years old,HepA Complete,19.5%
"2,832",Waukesha,2022,Southeastern,19–59 years old,HepB (1),42.6%
"2,833",Waukesha,2022,Southeastern,19–59 years old,HepB Complete,35.5%
"2,834",Waukesha,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,28.9%
"2,835",Waukesha,2023,Southeastern,19–26 years old,HPV Complete,55.6%
"2,836",Waukesha,2023,Southeastern,19–49 years old,HepA Complete,23.7%
"2,837",Waukesha,2023,Southeastern,19–59 years old,HepB (1),46.6%
"2,838",Waukesha,2023,Southeastern,19–59 years old,HepB Complete,39.4%
"2,839",Waukesha,2023,Southeastern,19–64 years old,Td or Tdap,65.0%
"2,840",Waukesha,2023,Southeastern,19–64 years old,Tdap,57.9%
"2,841",Waukesha,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,35.7%
"2,842",Waukesha,2024,Southeastern,19–26 years old,HPV Complete,58.4%
"2,843",Waukesha,2024,Southeastern,19–49 years old,HepA Complete,26.1%
"2,844",Waukesha,2024,Southeastern,19–59 years old,HepB (1),49.4%
"2,845",Waukesha,2024,Southeastern,19–59 years old,HepB Complete,42.1%
"2,846",Waukesha,2024,Southeastern,19–64 years old,Td or Tdap,65.1%
"2,847",Waukesha,2024,Southeastern,19–64 years old,Tdap,57.4%
"2,848",Waukesha,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,39.1%
"2,849",Waukesha,2025,Southeastern,19–26 years old,HPV Complete,60.4%
"2,850",Waukesha,2025,Southeastern,19–49 years old,HepA Complete,28.5%
"2,851",Waukesha,2025,Southeastern,19–59 years old,HepB (1),52.0%
"2,852",Waukesha,2025,Southeastern,19–59 years old,HepB Complete,44.6%
"2,853",Waukesha,2025,Southeastern,19–64 years old,Td or Tdap,64.9%
"2,854",Waukesha,2025,Southeastern,19–64 years old,Tdap,57.3%
"2,855",Waukesha,2025,Southeastern,50 years and older,Pneumo Complete,48.5%
"2,856",Waukesha,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,42.0%
"2,857",Waupaca,2014,Northeastern,19–26 years old,HPV Complete,17.7%
"2,858",Waupaca,2015,Northeastern,19–26 years old,HPV Complete,20.7%
"2,859",Waupaca,2016,Northeastern,19–26 years old,HPV Complete,24.2%
"2,860",Waupaca,2017,Northeastern,19–26 years old,HPV Complete,28.2%
"2,861",Waupaca,2018,Northeastern,19–26 years old,HPV Complete,32.0%
"2,862",Waupaca,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,2.5%
"2,863",Waupaca,2019,Northeastern,19–26 years old,HPV Complete,35.6%
"2,864",Waupaca,2019,Northeastern,19–49 years old,HepA Complete,11.1%
"2,865",Waupaca,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,8.2%
"2,866",Waupaca,2020,Northeastern,19–26 years old,HPV Complete,38.3%
"2,867",Waupaca,2020,Northeastern,19–49 years old,HepA Complete,12.8%
"2,868",Waupaca,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,15.1%
"2,869",Waupaca,2021,Northeastern,19–26 years old,HPV Complete,40.0%
"2,870",Waupaca,2021,Northeastern,19–49 years old,HepA Complete,14.2%
"2,871",Waupaca,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,19.8%
"2,872",Waupaca,2022,Northeastern,19–26 years old,HPV Complete,42.6%
"2,873",Waupaca,2022,Northeastern,19–49 years old,HepA Complete,14.5%
"2,874",Waupaca,2022,Northeastern,19–59 years old,HepB (1),49.1%
"2,875",Waupaca,2022,Northeastern,19–59 years old,HepB Complete,44.0%
"2,876",Waupaca,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,24.7%
"2,877",Waupaca,2023,Northeastern,19–26 years old,HPV Complete,48.4%
"2,878",Waupaca,2023,Northeastern,19–49 years old,HepA Complete,17.7%
"2,879",Waupaca,2023,Northeastern,19–59 years old,HepB (1),51.6%
"2,880",Waupaca,2023,Northeastern,19–59 years old,HepB Complete,46.8%
"2,881",Waupaca,2023,Northeastern,19–64 years old,Td or Tdap,62.0%
"2,882",Waupaca,2023,Northeastern,19–64 years old,Tdap,53.1%
"2,883",Waupaca,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,29.1%
"2,884",Waupaca,2024,Northeastern,19–26 years old,HPV Complete,50.1%
"2,885",Waupaca,2024,Northeastern,19–49 years old,HepA Complete,19.9%
"2,886",Waupaca,2024,Northeastern,19–59 years old,HepB (1),54.6%
"2,887",Waupaca,2024,Northeastern,19–59 years old,HepB Complete,49.1%
"2,888",Waupaca,2024,Northeastern,19–64 years old,Td or Tdap,61.9%
"2,889",Waupaca,2024,Northeastern,19–64 years old,Tdap,52.7%
"2,890",Waupaca,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,33.4%
"2,891",Waupaca,2025,Northeastern,19–26 years old,HPV Complete,53.0%
"2,892",Waupaca,2025,Northeastern,19–49 years old,HepA Complete,22.6%
"2,893",Waupaca,2025,Northeastern,19–59 years old,HepB (1),58.4%
"2,894",Waupaca,2025,Northeastern,19–59 years old,HepB Complete,52.6%
"2,895",Waupaca,2025,Northeastern,19–64 years old,Td or Tdap,62.6%
"2,896",Waupaca,2025,Northeastern,19–64 years old,Tdap,53.4%
"2,897",Waupaca,2025,Northeastern,50 years and older,Pneumo Complete,51.2%
"2,898",Waupaca,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,36.7%
"2,899",Waushara,2014,Northeastern,19–26 years old,HPV Complete,12.6%
"2,900",Waushara,2015,Northeastern,19–26 years old,HPV Complete,12.8%
"2,901",Waushara,2016,Northeastern,19–26 years old,HPV Complete,14.9%
"2,902",Waushara,2017,Northeastern,19–26 years old,HPV Complete,18.1%
"2,903",Waushara,2018,Northeastern,19–26 years old,HPV Complete,20.7%
"2,904",Waushara,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,2.2%
"2,905",Waushara,2019,Northeastern,19–26 years old,HPV Complete,23.7%
"2,906",Waushara,2019,Northeastern,19–49 years old,HepA Complete,8.3%
"2,907",Waushara,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,7.8%
"2,908",Waushara,2020,Northeastern,19–26 years old,HPV Complete,26.7%
"2,909",Waushara,2020,Northeastern,19–49 years old,HepA Complete,9.9%
"2,910",Waushara,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,13.5%
"2,911",Waushara,2021,Northeastern,19–26 years old,HPV Complete,29.1%
"2,912",Waushara,2021,Northeastern,19–49 years old,HepA Complete,11.2%
"2,913",Waushara,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,18.3%
"2,914",Waushara,2022,Northeastern,19–26 years old,HPV Complete,32.6%
"2,915",Waushara,2022,Northeastern,19–49 years old,HepA Complete,11.3%
"2,916",Waushara,2022,Northeastern,19–59 years old,HepB (1),47.5%
"2,917",Waushara,2022,Northeastern,19–59 years old,HepB Complete,40.5%
"2,918",Waushara,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,22.9%
"2,919",Waushara,2023,Northeastern,19–26 years old,HPV Complete,46.6%
"2,920",Waushara,2023,Northeastern,19–49 years old,HepA Complete,16.1%
"2,921",Waushara,2023,Northeastern,19–59 years old,HepB (1),51.6%
"2,922",Waushara,2023,Northeastern,19–59 years old,HepB Complete,45.7%
"2,923",Waushara,2023,Northeastern,19–64 years old,Td or Tdap,64.4%
"2,924",Waushara,2023,Northeastern,19–64 years old,Tdap,53.9%
"2,925",Waushara,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,29.3%
"2,926",Waushara,2024,Northeastern,19–26 years old,HPV Complete,49.4%
"2,927",Waushara,2024,Northeastern,19–49 years old,HepA Complete,18.5%
"2,928",Waushara,2024,Northeastern,19–59 years old,HepB (1),54.8%
"2,929",Waushara,2024,Northeastern,19–59 years old,HepB Complete,48.5%
"2,930",Waushara,2024,Northeastern,19–64 years old,Td or Tdap,64.5%
"2,931",Waushara,2024,Northeastern,19–64 years old,Tdap,54.5%
"2,932",Waushara,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,33.4%
"2,933",Waushara,2025,Northeastern,19–26 years old,HPV Complete,51.5%
"2,934",Waushara,2025,Northeastern,19–49 years old,HepA Complete,21.2%
"2,935",Waushara,2025,Northeastern,19–59 years old,HepB (1),57.8%
"2,936",Waushara,2025,Northeastern,19–59 years old,HepB Complete,51.4%
"2,937",Waushara,2025,Northeastern,19–64 years old,Td or Tdap,64.8%
"2,938",Waushara,2025,Northeastern,19–64 years old,Tdap,54.9%
"2,939",Waushara,2025,Northeastern,50 years and older,Pneumo Complete,54.5%
"2,940",Waushara,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,36.1%
"2,941",Winnebago,2014,Northeastern,19–26 years old,HPV Complete,21.4%
"2,942",Winnebago,2015,Northeastern,19–26 years old,HPV Complete,24.7%
"2,943",Winnebago,2016,Northeastern,19–26 years old,HPV Complete,28.3%
"2,944",Winnebago,2017,Northeastern,19–26 years old,HPV Complete,33.3%
"2,945",Winnebago,2018,Northeastern,19–26 years old,HPV Complete,38.7%
"2,946",Winnebago,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,3.0%
"2,947",Winnebago,2019,Northeastern,19–26 years old,HPV Complete,41.9%
"2,948",Winnebago,2019,Northeastern,19–49 years old,HepA Complete,11.5%
"2,949",Winnebago,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,9.5%
"2,950",Winnebago,2020,Northeastern,19–26 years old,HPV Complete,44.3%
"2,951",Winnebago,2020,Northeastern,19–49 years old,HepA Complete,13.1%
"2,952",Winnebago,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,17.2%
"2,953",Winnebago,2021,Northeastern,19–26 years old,HPV Complete,47.4%
"2,954",Winnebago,2021,Northeastern,19–49 years old,HepA Complete,15.0%
"2,955",Winnebago,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,22.9%
"2,956",Winnebago,2022,Northeastern,19–26 years old,HPV Complete,49.9%
"2,957",Winnebago,2022,Northeastern,19–49 years old,HepA Complete,15.4%
