"geography_description","geography_level","week_ending","respiratory_season","covid_19_dose_count","influenza_dose_count"
"Seneca","COUNTY","2025-04-15T00:00:00.000","2024-2025","6","9"
"St. Lawrence","COUNTY","2025-04-15T00:00:00.000","2024-2025","7","35"
"Steuben","COUNTY","2025-04-15T00:00:00.000","2024-2025","19","21"
"Suffolk","COUNTY","2025-04-15T00:00:00.000","2024-2025","189","580"
"Sullivan","COUNTY","2025-04-15T00:00:00.000","2024-2025","6","14"
"Tioga","COUNTY","2025-04-15T00:00:00.000","2024-2025","9","6"
"Tompkins","COUNTY","2025-04-15T00:00:00.000","2024-2025","44","57"
"Ulster","COUNTY","2025-04-15T00:00:00.000","2024-2025","50","37"
"Warren","COUNTY","2025-04-15T00:00:00.000","2024-2025","12","6"
"Washington","COUNTY","2025-04-15T00:00:00.000","2024-2025","11","12"
"Wayne","COUNTY","2025-04-15T00:00:00.000","2024-2025","23","24"
"Westchester","COUNTY","2025-04-15T00:00:00.000","2024-2025","200","342"
"Wyoming","COUNTY","2025-04-15T00:00:00.000","2024-2025","5","8"
"Yates","COUNTY","2025-04-15T00:00:00.000","2024-2025","4","4"
"Capital Region","REGION","2025-04-15T00:00:00.000","2024-2025","210","204"
"Central New York","REGION","2025-04-15T00:00:00.000","2024-2025","138","318"
"Finger Lakes","REGION","2025-04-15T00:00:00.000","2024-2025","292","317"
"Long Island","REGION","2025-04-15T00:00:00.000","2024-2025","325","1119"
"Mid-Hudson","REGION","2025-04-15T00:00:00.000","2024-2025","371","729"
"Mohawk Valley","REGION","2025-04-15T00:00:00.000","2024-2025","89","133"
"New York City","REGION","2025-04-15T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-04-15T00:00:00.000","2024-2025","69","163"
"Southern Tier","REGION","2025-04-15T00:00:00.000","2024-2025","138","177"
"Western New York","REGION","2025-04-15T00:00:00.000","2024-2025","302","562"
"ROS","REST OF STATE","2025-04-15T00:00:00.000","2024-2025","1934","3722"
"Albany","COUNTY","2025-04-22T00:00:00.000","2024-2025","58","59"
"Allegany","COUNTY","2025-04-22T00:00:00.000","2024-2025","6","6"
"Bronx","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-04-22T00:00:00.000","2024-2025","19","31"
"Cattaraugus","COUNTY","2025-04-22T00:00:00.000","2024-2025","4","12"
"Cayuga","COUNTY","2025-04-22T00:00:00.000","2024-2025","4","10"
"Chautauqua","COUNTY","2025-04-22T00:00:00.000","2024-2025","16","15"
"Chemung","COUNTY","2025-04-22T00:00:00.000","2024-2025","22","13"
"Chenango","COUNTY","2025-04-22T00:00:00.000","2024-2025","11","11"
"Clinton","COUNTY","2025-04-22T00:00:00.000","2024-2025","19","19"
"Columbia","COUNTY","2025-04-22T00:00:00.000","2024-2025","30","4"
"Cortland","COUNTY","2025-04-22T00:00:00.000","2024-2025","9","6"
"Delaware","COUNTY","2025-04-22T00:00:00.000","2024-2025","8","6"
"Dutchess","COUNTY","2025-04-22T00:00:00.000","2024-2025","32","30"
"Erie","COUNTY","2025-04-22T00:00:00.000","2024-2025","184","312"
"Essex","COUNTY","2025-04-22T00:00:00.000","2024-2025","9","7"
"Franklin","COUNTY","2025-04-22T00:00:00.000","2024-2025","7","4"
"Fulton","COUNTY","2025-04-22T00:00:00.000","2024-2025","2","8"
"Genesee","COUNTY","2025-04-22T00:00:00.000","2024-2025","7","12"
"Greene","COUNTY","2025-04-22T00:00:00.000","2024-2025","10","0"
"Hamilton","COUNTY","2025-04-22T00:00:00.000","2024-2025","3","1"
"Herkimer","COUNTY","2025-04-22T00:00:00.000","2024-2025","11","15"
"Jefferson","COUNTY","2025-04-22T00:00:00.000","2024-2025","8","54"
"Kings","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-04-22T00:00:00.000","2024-2025","1","1"
"Livingston","COUNTY","2025-04-22T00:00:00.000","2024-2025","9","8"
"Madison","COUNTY","2025-04-22T00:00:00.000","2024-2025","6","14"
"Monroe","COUNTY","2025-04-22T00:00:00.000","2024-2025","144","192"
"Montgomery","COUNTY","2025-04-22T00:00:00.000","2024-2025","5","1"
"Nassau","COUNTY","2025-04-22T00:00:00.000","2024-2025","139","371"
"New York","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-04-22T00:00:00.000","2024-2025","19","44"
"Oneida","COUNTY","2025-04-22T00:00:00.000","2024-2025","22","51"
"Onondaga","COUNTY","2025-04-22T00:00:00.000","2024-2025","96","155"
"Ontario","COUNTY","2025-04-22T00:00:00.000","2024-2025","16","26"
"Orange","COUNTY","2025-04-22T00:00:00.000","2024-2025","30","49"
"Orleans","COUNTY","2025-04-22T00:00:00.000","2024-2025","2","8"
"Oswego","COUNTY","2025-04-22T00:00:00.000","2024-2025","18","45"
"Otsego","COUNTY","2025-04-22T00:00:00.000","2024-2025","28","23"
"Putnam","COUNTY","2025-04-22T00:00:00.000","2024-2025","7","12"
"Queens","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-04-22T00:00:00.000","2024-2025","16","16"
"Richmond","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-04-22T00:00:00.000","2024-2025","43","161"
"Saratoga","COUNTY","2025-04-22T00:00:00.000","2024-2025","46","36"
"Schenectady","COUNTY","2025-04-22T00:00:00.000","2024-2025","25","32"
"Schoharie","COUNTY","2025-04-22T00:00:00.000","2024-2025","4","7"
"Schuyler","COUNTY","2025-04-22T00:00:00.000","2024-2025","3","6"
"Seneca","COUNTY","2025-04-22T00:00:00.000","2024-2025","2","8"
"St. Lawrence","COUNTY","2025-04-22T00:00:00.000","2024-2025","12","39"
"Steuben","COUNTY","2025-04-22T00:00:00.000","2024-2025","10","10"
"Suffolk","COUNTY","2025-04-22T00:00:00.000","2024-2025","149","524"
"Sullivan","COUNTY","2025-04-22T00:00:00.000","2024-2025","6","10"
"Tioga","COUNTY","2025-04-22T00:00:00.000","2024-2025","10","9"
"Tompkins","COUNTY","2025-04-22T00:00:00.000","2024-2025","33","31"
"Ulster","COUNTY","2025-04-22T00:00:00.000","2024-2025","45","23"
"Warren","COUNTY","2025-04-22T00:00:00.000","2024-2025","20","3"
"Washington","COUNTY","2025-04-22T00:00:00.000","2024-2025","13","7"
"Wayne","COUNTY","2025-04-22T00:00:00.000","2024-2025","17","28"
"Westchester","COUNTY","2025-04-22T00:00:00.000","2024-2025","151","260"
"Wyoming","COUNTY","2025-04-22T00:00:00.000","2024-2025","4","4"
"Yates","COUNTY","2025-04-22T00:00:00.000","2024-2025","0","2"
"Capital Region","REGION","2025-04-22T00:00:00.000","2024-2025","218","157"
"Central New York","REGION","2025-04-22T00:00:00.000","2024-2025","133","230"
"Finger Lakes","REGION","2025-04-22T00:00:00.000","2024-2025","201","288"
"Long Island","REGION","2025-04-22T00:00:00.000","2024-2025","288","895"
"Mid-Hudson","REGION","2025-04-22T00:00:00.000","2024-2025","314","545"
"Mohawk Valley","REGION","2025-04-22T00:00:00.000","2024-2025","72","105"
"New York City","REGION","2025-04-22T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-04-22T00:00:00.000","2024-2025","59","125"
"Southern Tier","REGION","2025-04-22T00:00:00.000","2024-2025","116","117"
"Western New York","REGION","2025-04-22T00:00:00.000","2024-2025","229","389"
"ROS","REST OF STATE","2025-04-22T00:00:00.000","2024-2025","1630","2851"
"Albany","COUNTY","2025-04-29T00:00:00.000","2024-2025","56","46"
"Allegany","COUNTY","2025-04-29T00:00:00.000","2024-2025","5","0"
"Bronx","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-04-29T00:00:00.000","2024-2025","42","32"
"Cattaraugus","COUNTY","2025-04-29T00:00:00.000","2024-2025","3","10"
"Cayuga","COUNTY","2025-04-29T00:00:00.000","2024-2025","10","13"
"Chautauqua","COUNTY","2025-04-29T00:00:00.000","2024-2025","14","29"
"Chemung","COUNTY","2025-04-29T00:00:00.000","2024-2025","8","15"
"Chenango","COUNTY","2025-04-29T00:00:00.000","2024-2025","5","14"
"Clinton","COUNTY","2025-04-29T00:00:00.000","2024-2025","10","9"
"Columbia","COUNTY","2025-04-29T00:00:00.000","2024-2025","7","11"
"Cortland","COUNTY","2025-04-29T00:00:00.000","2024-2025","2","8"
"Delaware","COUNTY","2025-04-29T00:00:00.000","2024-2025","5","5"
"Dutchess","COUNTY","2025-04-29T00:00:00.000","2024-2025","58","30"
"Erie","COUNTY","2025-04-29T00:00:00.000","2024-2025","140","253"
"Essex","COUNTY","2025-04-29T00:00:00.000","2024-2025","3","6"
"Franklin","COUNTY","2025-04-29T00:00:00.000","2024-2025","7","5"
"Fulton","COUNTY","2025-04-29T00:00:00.000","2024-2025","2","15"
"Genesee","COUNTY","2025-04-29T00:00:00.000","2024-2025","7","4"
"Greene","COUNTY","2025-04-29T00:00:00.000","2024-2025","6","5"
"Hamilton","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Herkimer","COUNTY","2025-04-29T00:00:00.000","2024-2025","6","8"
"Jefferson","COUNTY","2025-04-29T00:00:00.000","2024-2025","6","60"
"Kings","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-04-29T00:00:00.000","2024-2025","1","0"
"Livingston","COUNTY","2025-04-29T00:00:00.000","2024-2025","10","3"
"Madison","COUNTY","2025-04-29T00:00:00.000","2024-2025","6","5"
"Monroe","COUNTY","2025-04-29T00:00:00.000","2024-2025","168","162"
"Montgomery","COUNTY","2025-04-29T00:00:00.000","2024-2025","10","4"
"Nassau","COUNTY","2025-04-29T00:00:00.000","2024-2025","122","315"
"New York","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-04-29T00:00:00.000","2024-2025","19","37"
"Oneida","COUNTY","2025-04-29T00:00:00.000","2024-2025","33","35"
"Onondaga","COUNTY","2025-04-29T00:00:00.000","2024-2025","93","156"
"Ontario","COUNTY","2025-04-29T00:00:00.000","2024-2025","23","18"
"Orange","COUNTY","2025-04-29T00:00:00.000","2024-2025","22","48"
"Orleans","COUNTY","2025-04-29T00:00:00.000","2024-2025","9","7"
"Oswego","COUNTY","2025-04-29T00:00:00.000","2024-2025","13","26"
"Otsego","COUNTY","2025-04-29T00:00:00.000","2024-2025","29","21"
"Putnam","COUNTY","2025-04-29T00:00:00.000","2024-2025","12","6"
"Queens","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-04-29T00:00:00.000","2024-2025","23","6"
"Richmond","COUNTY","2025-04-29T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-04-29T00:00:00.000","2024-2025","27","156"
"Saratoga","COUNTY","2025-04-29T00:00:00.000","2024-2025","38","30"
"Schenectady","COUNTY","2025-04-29T00:00:00.000","2024-2025","30","24"
"Schoharie","COUNTY","2025-04-29T00:00:00.000","2024-2025","5","3"
"Schuyler","COUNTY","2025-04-29T00:00:00.000","2024-2025","3","2"
"Seneca","COUNTY","2025-04-29T00:00:00.000","2024-2025","5","8"
"St. Lawrence","COUNTY","2025-04-29T00:00:00.000","2024-2025","9","23"
"Steuben","COUNTY","2025-04-29T00:00:00.000","2024-2025","16","10"
"Suffolk","COUNTY","2025-04-29T00:00:00.000","2024-2025","148","335"
"Sullivan","COUNTY","2025-04-29T00:00:00.000","2024-2025","13","11"
"Tioga","COUNTY","2025-04-29T00:00:00.000","2024-2025","6","1"
"Tompkins","COUNTY","2025-04-29T00:00:00.000","2024-2025","46","43"
"Ulster","COUNTY","2025-04-29T00:00:00.000","2024-2025","49","14"
"Warren","COUNTY","2025-04-29T00:00:00.000","2024-2025","7","2"
"Washington","COUNTY","2025-04-29T00:00:00.000","2024-2025","14","7"
"Wayne","COUNTY","2025-04-29T00:00:00.000","2024-2025","14","21"
"Westchester","COUNTY","2025-04-29T00:00:00.000","2024-2025","156","197"
"Wyoming","COUNTY","2025-04-29T00:00:00.000","2024-2025","4","6"
"Yates","COUNTY","2025-04-29T00:00:00.000","2024-2025","3","4"
"Capital Region","REGION","2025-04-29T00:00:00.000","2024-2025","181","131"
"Central New York","REGION","2025-04-29T00:00:00.000","2024-2025","124","208"
"Finger Lakes","REGION","2025-04-29T00:00:00.000","2024-2025","243","233"
"Long Island","REGION","2025-04-29T00:00:00.000","2024-2025","270","650"
"Mid-Hudson","REGION","2025-04-29T00:00:00.000","2024-2025","337","462"
"Mohawk Valley","REGION","2025-04-29T00:00:00.000","2024-2025","85","86"
"New York City","REGION","2025-04-29T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-04-29T00:00:00.000","2024-2025","36","103"
"Southern Tier","REGION","2025-04-29T00:00:00.000","2024-2025","131","122"
"Western New York","REGION","2025-04-29T00:00:00.000","2024-2025","181","329"
"ROS","REST OF STATE","2025-04-29T00:00:00.000","2024-2025","1588","2324"
"Albany","COUNTY","2025-05-06T00:00:00.000","2024-2025","55","37"
"Allegany","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","2"
"Bronx","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-05-06T00:00:00.000","2024-2025","20","20"
"Cattaraugus","COUNTY","2025-05-06T00:00:00.000","2024-2025","4","3"
"Cayuga","COUNTY","2025-05-06T00:00:00.000","2024-2025","3","11"
"Chautauqua","COUNTY","2025-05-06T00:00:00.000","2024-2025","17","5"
"Chemung","COUNTY","2025-05-06T00:00:00.000","2024-2025","8","6"
"Chenango","COUNTY","2025-05-06T00:00:00.000","2024-2025","12","3"
"Clinton","COUNTY","2025-05-06T00:00:00.000","2024-2025","9","13"
"Columbia","COUNTY","2025-05-06T00:00:00.000","2024-2025","7","5"
"Cortland","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","6"
"Delaware","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","3"
"Dutchess","COUNTY","2025-05-06T00:00:00.000","2024-2025","32","23"
"Erie","COUNTY","2025-05-06T00:00:00.000","2024-2025","132","142"
"Essex","COUNTY","2025-05-06T00:00:00.000","2024-2025","12","4"
"Franklin","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","5"
"Fulton","COUNTY","2025-05-06T00:00:00.000","2024-2025","6","2"
"Genesee","COUNTY","2025-05-06T00:00:00.000","2024-2025","1","4"
"Greene","COUNTY","2025-05-06T00:00:00.000","2024-2025","2","4"
"Hamilton","COUNTY","2025-05-06T00:00:00.000","2024-2025","1","0"
"Herkimer","COUNTY","2025-05-06T00:00:00.000","2024-2025","9","4"
"Jefferson","COUNTY","2025-05-06T00:00:00.000","2024-2025","8","16"
"Kings","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","1"
"Livingston","COUNTY","2025-05-06T00:00:00.000","2024-2025","11","5"
"Madison","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","4"
"Monroe","COUNTY","2025-05-06T00:00:00.000","2024-2025","174","77"
"Montgomery","COUNTY","2025-05-06T00:00:00.000","2024-2025","10","3"
"Nassau","COUNTY","2025-05-06T00:00:00.000","2024-2025","132","289"
"New York","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-05-06T00:00:00.000","2024-2025","20","15"
"Oneida","COUNTY","2025-05-06T00:00:00.000","2024-2025","14","16"
"Onondaga","COUNTY","2025-05-06T00:00:00.000","2024-2025","63","99"
"Ontario","COUNTY","2025-05-06T00:00:00.000","2024-2025","19","12"
"Orange","COUNTY","2025-05-06T00:00:00.000","2024-2025","23","42"
"Orleans","COUNTY","2025-05-06T00:00:00.000","2024-2025","3","3"
"Oswego","COUNTY","2025-05-06T00:00:00.000","2024-2025","8","15"
"Otsego","COUNTY","2025-05-06T00:00:00.000","2024-2025","10","5"
"Putnam","COUNTY","2025-05-06T00:00:00.000","2024-2025","17","10"
"Queens","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-05-06T00:00:00.000","2024-2025","23","11"
"Richmond","COUNTY","2025-05-06T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-05-06T00:00:00.000","2024-2025","34","154"
"Saratoga","COUNTY","2025-05-06T00:00:00.000","2024-2025","26","19"
"Schenectady","COUNTY","2025-05-06T00:00:00.000","2024-2025","28","16"
"Schoharie","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","1"
"Schuyler","COUNTY","2025-05-06T00:00:00.000","2024-2025","1","0"
"Seneca","COUNTY","2025-05-06T00:00:00.000","2024-2025","4","5"
"St. Lawrence","COUNTY","2025-05-06T00:00:00.000","2024-2025","6","11"
"Steuben","COUNTY","2025-05-06T00:00:00.000","2024-2025","16","12"
"Suffolk","COUNTY","2025-05-06T00:00:00.000","2024-2025","107","234"
"Sullivan","COUNTY","2025-05-06T00:00:00.000","2024-2025","14","5"
"Tioga","COUNTY","2025-05-06T00:00:00.000","2024-2025","14","1"
"Tompkins","COUNTY","2025-05-06T00:00:00.000","2024-2025","25","23"
"Ulster","COUNTY","2025-05-06T00:00:00.000","2024-2025","31","20"
"Warren","COUNTY","2025-05-06T00:00:00.000","2024-2025","12","9"
"Washington","COUNTY","2025-05-06T00:00:00.000","2024-2025","5","11"
"Wayne","COUNTY","2025-05-06T00:00:00.000","2024-2025","13","8"
"Westchester","COUNTY","2025-05-06T00:00:00.000","2024-2025","157","124"
"Wyoming","COUNTY","2025-05-06T00:00:00.000","2024-2025","4","3"
"Yates","COUNTY","2025-05-06T00:00:00.000","2024-2025","2","1"
"Capital Region","REGION","2025-05-06T00:00:00.000","2024-2025","158","112"
"Central New York","REGION","2025-05-06T00:00:00.000","2024-2025","84","135"
"Finger Lakes","REGION","2025-05-06T00:00:00.000","2024-2025","231","118"
"Long Island","REGION","2025-05-06T00:00:00.000","2024-2025","239","523"
"Mid-Hudson","REGION","2025-05-06T00:00:00.000","2024-2025","308","378"
"Mohawk Valley","REGION","2025-05-06T00:00:00.000","2024-2025","54","31"
"New York City","REGION","2025-05-06T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-05-06T00:00:00.000","2024-2025","41","50"
"Southern Tier","REGION","2025-05-06T00:00:00.000","2024-2025","101","68"
"Western New York","REGION","2025-05-06T00:00:00.000","2024-2025","178","167"
"ROS","REST OF STATE","2025-05-06T00:00:00.000","2024-2025","1394","1582"
"Albany","COUNTY","2025-05-13T00:00:00.000","2024-2025","51","18"
"Allegany","COUNTY","2025-05-13T00:00:00.000","2024-2025","7","1"
"Bronx","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-05-13T00:00:00.000","2024-2025","21","4"
"Cattaraugus","COUNTY","2025-05-13T00:00:00.000","2024-2025","5","1"
"Cayuga","COUNTY","2025-05-13T00:00:00.000","2024-2025","1","2"
"Chautauqua","COUNTY","2025-05-13T00:00:00.000","2024-2025","13","4"
"Chemung","COUNTY","2025-05-13T00:00:00.000","2024-2025","8","2"
"Chenango","COUNTY","2025-05-13T00:00:00.000","2024-2025","6","5"
"Clinton","COUNTY","2025-05-13T00:00:00.000","2024-2025","9","4"
"Columbia","COUNTY","2025-05-13T00:00:00.000","2024-2025","5","7"
"Cortland","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","1"
"Delaware","COUNTY","2025-05-13T00:00:00.000","2024-2025","5","3"
"Dutchess","COUNTY","2025-05-13T00:00:00.000","2024-2025","18","17"
"Erie","COUNTY","2025-05-13T00:00:00.000","2024-2025","88","112"
"Essex","COUNTY","2025-05-13T00:00:00.000","2024-2025","4","1"
"Franklin","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","2"
"Fulton","COUNTY","2025-05-13T00:00:00.000","2024-2025","1","3"
"Genesee","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","2"
"Greene","COUNTY","2025-05-13T00:00:00.000","2024-2025","2","0"
"Hamilton","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Herkimer","COUNTY","2025-05-13T00:00:00.000","2024-2025","1","0"
"Jefferson","COUNTY","2025-05-13T00:00:00.000","2024-2025","2","12"
"Kings","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-05-13T00:00:00.000","2024-2025","1","1"
"Livingston","COUNTY","2025-05-13T00:00:00.000","2024-2025","12","2"
"Madison","COUNTY","2025-05-13T00:00:00.000","2024-2025","4","5"
"Monroe","COUNTY","2025-05-13T00:00:00.000","2024-2025","137","65"
"Montgomery","COUNTY","2025-05-13T00:00:00.000","2024-2025","8","0"
"Nassau","COUNTY","2025-05-13T00:00:00.000","2024-2025","88","137"
"New York","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-05-13T00:00:00.000","2024-2025","11","9"
"Oneida","COUNTY","2025-05-13T00:00:00.000","2024-2025","10","14"
"Onondaga","COUNTY","2025-05-13T00:00:00.000","2024-2025","67","91"
"Ontario","COUNTY","2025-05-13T00:00:00.000","2024-2025","25","2"
"Orange","COUNTY","2025-05-13T00:00:00.000","2024-2025","20","14"
"Orleans","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","1"
"Oswego","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","9"
"Otsego","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","3"
"Putnam","COUNTY","2025-05-13T00:00:00.000","2024-2025","6","1"
"Queens","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-05-13T00:00:00.000","2024-2025","18","14"
"Richmond","COUNTY","2025-05-13T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-05-13T00:00:00.000","2024-2025","17","78"
"Saratoga","COUNTY","2025-05-13T00:00:00.000","2024-2025","27","20"
"Schenectady","COUNTY","2025-05-13T00:00:00.000","2024-2025","19","9"
"Schoharie","COUNTY","2025-05-13T00:00:00.000","2024-2025","3","0"
"Schuyler","COUNTY","2025-05-13T00:00:00.000","2024-2025","5","0"
"Seneca","COUNTY","2025-05-13T00:00:00.000","2024-2025","6","0"
"St. Lawrence","COUNTY","2025-05-13T00:00:00.000","2024-2025","5","5"
"Steuben","COUNTY","2025-05-13T00:00:00.000","2024-2025","10","3"
"Suffolk","COUNTY","2025-05-13T00:00:00.000","2024-2025","103","158"
"Sullivan","COUNTY","2025-05-13T00:00:00.000","2024-2025","14","2"
